Hostname;Architecture;Hostgroup;Product;Version;Discipline;Platform;Environment;Country;IP;OS;Creation date;Storage;Flavour;Description
cvs1ips25;rhv;eswci01;postgresql;RH88_Ansible63;datasql;es-work;int;ES;10.111.17.70,1.51.10.233;rhel-8.8;2024/05/21 - 14:02 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_3[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_2;-;Install Postgres DB
cvs1ips26;rhv;eswci03;postgresql;RH88_Ansible63;datasql;es-work;int;ES;10.111.17.71,1.51.10.234;rhel-8.8;2024/05/21 - 14:33 CEST;[20Gb] POSTGRE_META_2[50Gb] POSTGRE_WAL_8[50Gb] POSTGRE_DATA_1[40Gb] POSTGRE_SO_3[100Gb] POSTGRE_LOG_1[25Gb] POSTGRE_LOG_2;-;Install Postgres DB
cvs1ips27;rhv;glwci01;postgresql;RH88_Ansible63;datasql;es-work;int;GL;10.111.17.72,1.51.10.223;rhel-8.8;2024/05/24 - 09:36 CEST;[20Gb] POSTGRE_META_3[50Gb] POSTGRE_WAL_4[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_4;-;Install Postgres DB
cvs1ips28;rhv;eswci01;postgresql;RH88_Ansible63;datasql;es-work;int;ES;10.111.17.12,1.51.10.56;rhel-8.8;2024/05/27 - 11:13 CEST;[20Gb] POSTGRE_META_3[50Gb] POSTGRE_WAL_5[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_4;-;Install Postgres DB
cvs1ips29;rhv;glwci01;postgresql;RH88_Ansible63;datasql;es-work;int;GL;10.111.17.14,1.51.10.57;rhel-8.8;2024/05/27 - 12:16 CEST;[20Gb] POSTGRE_META_4[50Gb] POSTGRE_WAL_7[50Gb] POSTGRE_DATA_1[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvs1ips30;rhv;eswci03;postgresql;RH88_Ansible63;datasql;es-work;int;ES;10.111.17.42,1.51.10.49;rhel-8.8;2024/06/06 - 15:54 CEST;[20Gb] POSTGRE_META_8[50Gb] POSTGRE_WAL_8[50Gb] POSTGRE_DATA_1[40Gb] POSTGRE_SO_2[25Gb] POSTGRE_LOG_2[100Gb] POSTGRE_LOG_2;-;Install Postgres DB
cvs1ops21;rhv;eswco01;postgresql;RH88_Ansible63;datasql;es-work;oct;ES;10.111.17.74,1.51.10.224;rhel-8.8;2024/05/22 - 16:16 CEST;[20Gb] POSTGRE_META_8[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvs1ops22;rhv;glwco01;postgresql;RH88_Ansible63;datasql;es-work;oct;GL;10.111.17.79,1.51.10.237;rhel-8.8;2024/05/27 - 13:19 CEST;[20Gb] POSTGRE_META_7[50Gb] POSTGRE_WAL_8[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_2;-;Install Postgres DB
cvs1ops23;rhv;eswco01;postgresql;RH88_Ansible63;datasql;es-work;oct;ES;10.111.17.80,1.51.10.238;rhel-8.8;2024/05/28 - 12:06 CEST;[20Gb] POSTGRE_META_8[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_3;-;Install Postgres DB
cvs1ops24;rhv;glwco01;postgresql;RH88_Ansible63;datasql;es-work;oct;GL;10.111.17.81,1.51.10.239;rhel-8.8;2024/05/28 - 13:27 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_1[40Gb] POSTGRE_SO_4;-;Install Postgres DB
cvs1pps44;rhv;;postgresql;RH86_Ansible63;datasql;es-live;pro;ES;10.51.12.44,1.51.0.22;rhel-8.6;2024/01/09 - 12:27 CEST;[20Gb] POSTGRE_META_5[50Gb] POSTGRE_WAL_4[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1[100Gb] POSTGRE_DATA_5[100Gb] POSTGRE_DATA_5;-;Install Postgres DB
cvs1pps45;rhv;;postgresql;RH86_Ansible63;datasql;es-live;pro;ES;10.51.12.51,1.51.0.25;rhel-8.6;2024/01/16 - 18:45 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_5[50Gb] POSTGRE_DATA_1[40Gb] POSTGRE_SO_2[100Gb] POSTGRE_DATA_3[100Gb] POSTGRE_DATA_3;-;Install Postgres DB
cvs1pps49;rhv;;postgresql;RH86_Ansible63;datasql;es-live;pro;GL;10.51.12.61,1.51.0.30;rhel-8.6;2024/01/29 - 12:55 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_1[40Gb] POSTGRE_SO_2;-;Install Postgres DB
cvs1pps50;rhv;;postgresql;RH86_Ansible63;datasql;es-live;pro;GL;10.51.12.60,1.51.0.29;rhel-8.6;2024/01/29 - 13:17 CEST;[20Gb] POSTGRE_META_5[50Gb] POSTGRE_WAL_5[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvs1pps52;rhv;;postgresql;RH86_Ansible63;datasql;es-live;pro;ES;10.51.12.67,1.51.0.31;rhel-8.6;2024/01/29 - 14:17 CEST;[20Gb] POSTGRE_META_2[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvs1pps54;rhv;;postgresql;RH86_Ansible63;datasql;es-live;pro;GL;10.51.12.74,1.51.0.32;rhel-8.6;2024/02/19 - 10:17 CEST;[20Gb] POSTGRE_META_3[50Gb] POSTGRE_WAL_3[50Gb] POSTGRE_DATA_5[40Gb] POSTGRE_SO_2;-;Install Postgres DB
cvs1pps55;rhv;;postgresql;RH86_Ansible63;datasql;es-live;pro;ES;10.51.12.81,1.51.0.33;rhel-8.6;2024/02/19 - 10:22 CEST;[20Gb] POSTGRE_META_4[50Gb] POSTGRE_WAL_4[50Gb] POSTGRE_DATA_1[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvs1pps57;rhv;;postgresql;RH86_Ansible63;datasql;es-live;pro;GL;10.51.12.82,1.51.0.34;rhel-8.6;2024/02/22 - 00:37 CEST;[20Gb] POSTGRE_META_2[50Gb] POSTGRE_WAL_3[50Gb] POSTGRE_DATA_1[40Gb] POSTGRE_SO_2;-;Install Postgres DB
cvs1pps58;rhv;;postgresql;RH86_Ansible63;datasql;es-live;pro;ES;10.51.12.83,1.51.0.35;rhel-8.6;2024/03/06 - 12:39 CEST;[20Gb] POSTGRE_META_5[50Gb] POSTGRE_WAL_5[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvs1pps59;rhv;eslcp04;postgresql;RH86_Ansible63;datasql;es-live;pro;ES;10.51.12.12,1.51.0.12;rhel-8.6;2024/04/02 - 15:46 CEST;[20Gb] POSTGRE_META_6[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_6[40Gb] POSTGRE_SO_2;-;Install Postgres DB
cvs1pps60;rhv;eslcp01;postgresql;RH88_Ansible63;datasql;es-live;pro;ES;10.51.12.26,1.51.0.13;rhel-8.8;2024/06/17 - 12:20 CEST;[20Gb] POSTGRE_META_7[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_6[40Gb] POSTGRE_SO_2[100Gb] POSTGRE_LOG_2[50Gb] POSTGRE_LOG_3[10Gb] POSTGRE_LOG_3[50Gb] POSTGRE_LOG_3;-;Install Postgres DB
cvs1pps61;rhv;eslcp03;postgresql;RH88_Ansible63;datasql;es-live;pro;ES;10.51.12.33,1.51.0.15;rhel-8.8;2024/06/20 - 12:05 CEST;[20Gb] POSTGRE_META_4[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_6[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvs1pps62;rhv;eslcppz01;postgresql;RH88_Ansible63;datasql;es-live;pro;ES;10.51.12.52,1.51.0.16;rhel-8.8;2024/06/20 - 12:50 CEST;[20Gb] POSTGRE_META_6[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_2;-;Install Postgres DB
cvs1pps63;rhv;eslcp01;postgresql;RH88_Ansible63;datasql;es-live;pro;ES;10.51.12.65,1.51.0.17;rhel-8.8;2024/06/21 - 07:59 CEST;[20Gb] POSTGRE_META_7[50Gb] POSTGRE_WAL_3[50Gb] POSTGRE_DATA_6[40Gb] POSTGRE_SO_1[100Gb] POSTGRE_LOG_3[100Gb] POSTGRE_LOG_3;-;Install Postgres DB
cvs1pps65;rhv;gllcppz01;postgresql;RH88_Ansible63;datasql;es-live;pro;GL;10.51.12.69,1.51.0.19;rhel-8.8;2024/06/24 - 11:41 CEST;[20Gb] POSTGRE_META_2[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_6[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvs1pps66;rhv;gllcppi01;postgresql;RH88_Ansible63;datasql;es-live;pro;GL;10.51.12.71,1.51.0.20;rhel-8.8;2024/06/24 - 12:24 CEST;[20Gb] POSTGRE_META_3[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_1[40Gb] POSTGRE_SO_2;-;Install Postgres DB
cvs1pps67;rhv;eslcp03;postgresql;RH88_Ansible63;datasql;es-live;pro;ES;10.51.12.72,1.51.0.23;rhel-8.8;2024/06/24 - 14:18 CEST;[20Gb] POSTGRE_META_4[50Gb] POSTGRE_WAL_3[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvs1pps68;rhv;gllcp01;postgresql;RH88_Ansible63;datasql;es-live;pro;GL;10.51.12.66,1.51.0.18;rhel-8.8;2024/06/24 - 16:34 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_5[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_2;-;Install Postgres DB
cvs1pps69;rhv;gllcp01;postgresql;RH88_Ansible63;datasql;es-live;pro;GL;10.51.12.84,1.51.0.24;rhel-8.8;2024/06/25 - 13:41 CEST;[20Gb] POSTGRE_META_6[50Gb] POSTGRE_WAL_4[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_2;-;Install Postgres DB
cvs1rps23;rhv;postgrelab01;postgresql;RH86_Ansible63;datasql;es-work;pre;ES;10.111.17.50,1.51.10.65;rhel-8.6;2024/01/23 - 13:02 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_4;-;Install Postgres DB
cvs1rps24;rhv;eswct01;postgresql;RH88_Ansible63;datasql;es-work;pre;ES;10.111.17.65,1.51.10.229;rhel-8.8;2024/05/16 - 12:21 CEST;[20Gb] POSTGRE_META_3[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_4;-;Install Postgres DB
cvs1rps25;rhv;eswct01;postgresql;RH88_Ansible63;datasql;es-work;pre;ES;10.111.17.66,1.51.10.218;rhel-8.8;2024/05/20 - 12:42 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_1[40Gb] POSTGRE_SO_4;-;Install Postgres DB
cvs1voa70;rhv;ESWC50;oracvir;RH84_19C_41;datasql;es-work;ora;ES;10.111.17.15,1.51.10.60;rhel-8.4;2022/03/23 - 13:55 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voa71;rhv;ESWC50;oracvir;RH84_19C_41;datasql;es-work;ora;ES;10.111.17.49,1.51.10.61;rhel-8.4;2022/03/23 - 13:55 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voa88;rhv;ESWEM3;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.75,1.51.10.123;rhel-8.4;2022/08/08 - 15:19 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1[10Gb] ORA1_DATA_1[300Gb] ORA1_DATA_1[50Gb] ORA1_FRA_1[100Gb] ORA1_DATA_1[100Gb] ORA1_FRA_1[100Gb] ORA1_FRA_1;-;Instalacion Oracle RAC
cvs1voa89;rhv;ESWC26;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.95,1.51.10.136;rhel-8.4;2022/09/22 - 11:21 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voa90;rhv;ESWC26;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.96,1.51.10.140;rhel-8.4;2022/09/22 - 11:21 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voa91;rhv;eslem2;oracvir;RH84_Ansible41;datasql;es-live;ora;ES;10.51.12.32,1.51.0.21;rhel-8.4;2022/10/05 - 16:39 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1[10Gb] ORA1_DATA_1[300Gb] ORA1_DATA_1[50Gb] ORA1_FRA_1;-;Instalacion Oracle RAC
cvs1voa92;rhv;ESWC53;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.30,1.51.10.52;rhel-8.4;2022/11/22 - 14:49 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1[300Gb] ORA1_FRA_1[100Gb] ORA1_FRA_2;-;Instalacion Oracle RAC
cvs1voa97;rhv;ESWC80;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.155,1.51.10.152;rhel-8.4;2023/09/27 - 17:22 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voa98;rhv;ESWC80;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.156,1.51.10.195;rhel-8.4;2023/09/27 - 17:22 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voa99;rhv;ESWC71;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.157,1.51.10.196;rhel-8.4;2023/10/02 - 09:29 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voaaa;rhv;ESWC71;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.161,1.51.10.197;rhel-8.4;2023/10/02 - 09:29 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voaaq;rhv;ESWC89;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.44,1.51.10.82;rhel-8.4;2024/01/31 - 15:30 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voaar;rhv;ESWC89;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.189,1.51.10.83;rhel-8.4;2024/01/31 - 15:30 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voaas;rhv;ESWC89;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.190,1.51.10.84;rhel-8.4;2024/01/31 - 15:30 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voaav;rhv;ESWC92;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.223,1.51.10.90;rhel-8.4;2024/02/12 - 14:01 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voaaw;rhv;ESWC92;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.224,1.51.10.93;rhel-8.4;2024/02/12 - 14:01 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voaax;rhv;ESWEM4;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.230,1.51.10.95;rhel-8.4;2024/02/19 - 15:08 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1[100Gb] ORA1_FRA_1[100Gb] ORA1_DATA_1[10Gb] ORA1_SO_1[300Gb] ORA1_DATA_7;-;Instalacion Oracle RAC
cvs1voaay;rhv;ESWC90;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.11,1.51.10.42;rhel-8.4;2024/03/04 - 15:59 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voaaz;rhv;ESWC90;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.13,1.51.10.68;rhel-8.4;2024/03/04 - 15:59 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voaba;rhv;ESWC52;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.36,1.51.10.70;rhel-8.4;2024/03/06 - 09:35 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabb;rhv;ESWC52;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.40,1.51.10.87;rhel-8.4;2024/03/06 - 09:35 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabc;rhv;ESWC91;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.84,1.51.10.96;rhel-8.4;2024/03/06 - 11:12 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabd;rhv;ESWC91;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.85,1.51.10.97;rhel-8.4;2024/03/06 - 11:12 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabe;rhv;ESWC93;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.232,1.51.10.98;rhel-8.4;2024/03/07 - 09:23 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabf;rhv;ESWC93;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.233,1.51.10.99;rhel-8.4;2024/03/07 - 09:23 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabg;rhv;GLWC92;oracvir;RH84_Ansible41;datasql;es-work;ora;GL;10.111.17.234,1.51.10.100;rhel-8.4;2024/03/07 - 12:58 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabh;rhv;GLWC92;oracvir;RH84_Ansible41;datasql;es-work;ora;GL;10.111.17.235,1.51.10.101;rhel-8.4;2024/03/07 - 12:58 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabi;rhv;GLWC93;oracvir;RH84_Ansible41;datasql;es-work;ora;GL;10.111.17.236,1.51.10.102;rhel-8.4;2024/03/07 - 13:16 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabj;rhv;GLWC93;oracvir;RH84_Ansible41;datasql;es-work;ora;GL;10.111.17.237,1.51.10.103;rhel-8.4;2024/03/07 - 13:16 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabk;rhv;ESWC95;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.253,1.51.10.227;rhel-8.4;2024/04/01 - 15:20 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabl;rhv;ESWC95;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.254,1.51.10.228;rhel-8.4;2024/04/01 - 15:39 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabm;rhv;GLWC94;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.23,1.51.10.124;rhel-8.4;2024/05/13 - 23:30 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabn;rhv;GLWC94;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.24,1.51.10.139;rhel-8.4;2024/05/13 - 23:30 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabo;rhv;GLWC95;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.25,1.51.10.219;rhel-8.4;2024/05/13 - 23:54 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabp;rhv;GLWC95;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.26,1.51.10.220;rhel-8.4;2024/05/13 - 23:54 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabq;rhv;ESWC94;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.27,1.51.10.221;rhel-8.4;2024/05/14 - 00:13 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabr;rhv;ESWC94;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.28,1.51.10.222;rhel-8.4;2024/05/14 - 00:13 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabs;rhv;ESWC96;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.47,1.51.10.63;rhel-8.4;2024/06/05 - 12:27 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabt;rhv;ESWC96;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.48,1.51.10.64;rhel-8.4;2024/06/05 - 12:27 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabu;rhv;ESWC96;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.57,1.51.11.7;rhel-8.4;2024/06/05 - 12:27 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabv;rhv;ESWC54;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.29,1.51.10.39;rhel-8.4;2024/07/08 - 09:43 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvs1voabw;rhv;ESWC54;oracvir;RH84_Ansible41;datasql;es-work;ora;ES;10.111.17.41,1.51.10.44;rhel-8.4;2024/07/08 - 09:43 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC